Team,Median_Min,Median_Gls,Median_Ast,Median_PK,Median_PKatt,Median_Sh,Median_SoT,Median_CrdY,Median_CrdR,Median_Touches,Median_Tkl,Median_Int,Median_Blocks,Median_xG,Median_npxG,Median_xAG,Median_SCA,Median_GCA,Median_Cmp,Median_Att,Median_Cmp%,Median_PrgP,Median_Carries,Median_PrgC,Median_Succ,Mean_Min,Mean_Gls,Mean_Ast,Mean_PK,Mean_PKatt,Mean_Sh,Mean_SoT,Mean_CrdY,Mean_CrdR,Mean_Touches,Mean_Tkl,Mean_Int,Mean_Blocks,Mean_xG,Mean_npxG,Mean_xAG,Mean_SCA,Mean_GCA,Mean_Cmp,Mean_Att,Mean_Cmp%,Mean_PrgP,Mean_Carries,Mean_PrgC,Mean_Succ,Std_Min,Std_Gls,Std_Ast,Std_PK,Std_PKatt,Std_Sh,Std_SoT,Std_CrdY,Std_CrdR,Std_Touches,Std_Tkl,Std_Int,Std_Blocks,Std_xG,Std_npxG,Std_xAG,Std_SCA,Std_GCA,Std_Cmp,Std_Att,Std_Cmp%,Std_PrgP,Std_Carries,Std_PrgC,Std_Succ
all,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,36.5,46.0,83.3,4.0,34.0,2.0,0.0,72.54074074074074,0.15925925925925927,0.1111111111111111,0.022222222222222223,0.02962962962962963,1.637037037037037,0.5185185185185185,0.10740740740740741,0.011111111111111112,61.07037037037037,1.3296296296296297,0.6370370370370371,0.9740740740740741,0.18481481481481485,0.15962962962962965,0.1537037037037037,3.240740740740741,0.24074074074074073,43.55925925925926,52.092592592592595,81.66282527881042,5.044444444444444,37.42962962962963,2.062962962962963,0.7407407407407407,26.060342605160315,0.40513365480995567,0.3484787261120314,0.1476792800786898,0.19050864183350114,1.7292902358519087,0.847930801797648,0.32196645548556374,0.10501666829403174,32.54151840244498,1.4294602966292094,1.0026537828625521,1.1709280761636882,0.33841825785826674,0.26625562083155657,0.25875952505713273,2.746645031455156,0.4928931802952901,27.680234103852136,31.081299149524778,11.14612379126057,3.7956474126673996,21.420742037879872,2.106751079303704,1.1140399234866432
Liverpool,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,36.5,46.0,83.3,4.0,34.0,2.0,0.0,72.54074074074074,0.15925925925925927,0.1111111111111111,0.022222222222222223,0.02962962962962963,1.637037037037037,0.5185185185185185,0.10740740740740741,0.011111111111111112,61.07037037037037,1.3296296296296297,0.6370370370370371,0.9740740740740741,0.18481481481481485,0.15962962962962965,0.1537037037037037,3.240740740740741,0.24074074074074073,43.55925925925926,52.092592592592595,81.66282527881042,5.044444444444444,37.42962962962963,2.062962962962963,0.7407407407407407,26.060342605160315,0.40513365480995567,0.3484787261120314,0.1476792800786898,0.19050864183350114,1.7292902358519087,0.847930801797648,0.32196645548556374,0.10501666829403174,32.54151840244498,1.4294602966292094,1.0026537828625521,1.1709280761636882,0.33841825785826674,0.26625562083155657,0.25875952505713273,2.746645031455156,0.4928931802952901,27.680234103852136,31.081299149524778,11.14612379126057,3.7956474126673996,21.420742037879872,2.106751079303704,1.1140399234866432
